Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Número de Mudanças,Tracção,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,Autonomia Máxima,Registo(s),Livro de Revisões completo,Inspecção válida até,IUC,Consumo Combinado,Sub-modelo,Filtro de partículas,Autonomia,Consumo,Garantia de Fábrica até,ou até,IVA Discriminado,Capacidade da bateria,Bateria,Clássico,Gancho de Reboque,Tempo de carregamento,Site,Portugal,Data
Profissional,Volvo,XC 90,2.0 D4 Inscription,Diesel,Julho,2016,147 215 km,1 969 cm3,190 cv,Sim,,,SUV / TT,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,44 990        EUR,8090589761,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d4-inscription-ID8PxhZf.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 200,,Diesel,Junho,2017,39 069 km,1 998 cm3,150 cv,,Sim,Sim,Sedan,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,42 990        EUR,8085210287,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-200-ID8PaIxx.html,,Tracção dianteira,,,,,1,Sim,,,,Classe E,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,420,i Line Sport Auto,Gasolina,Novembro,2019,70 000 km,1 998 cm3,184 cv,,Sim,,Coupé,Cinzento,Metalizado,Automática,2,4,,18 Meses,,Sim,Sim,Usados,33 889        EUR,8089406668,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-i-line-sport-auto-ID8Pskd6.html,,,,,,,,Sim,,,,Série 4,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,520,d Line Luxury Auto,Diesel,Junho,2019,69 998 km,1 995 cm3,190 cv,Sim,,,Carrinha,Azul,,Automática,5,5,Classe 1,18 Meses,Nacional,,,Usados,37 500        EUR,8090223508,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PwKHV.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Agosto,2019,56 500 km,,351 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,4,5,Classe 1,18 Meses,,Sim,Sim,Usados,37 900        EUR,8089490501,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-dual-motor-awd-ID8PsG1f.html,,Tracção dianteira,,,,,,Sim,01/08/2025,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Style Plus Aut.,Diesel,Novembro,2019,73 681 km,1 950 cm3,150 cv,Sim,Sim,Sim,Carrinha,Preto,,Automática,5,5,Classe 1,24 Meses,Nacional,Sim,Sim,Usados,34 990        EUR,8089075226,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-style-plus-aut-ID8PqWZg.html,8,Tracção dianteira,,,,,,Sim,,,,Classe CLA,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Outubro,2020,60 000 km,1 332 cm3,218 cv,,,,Citadino,Preto,Metalizado,Automática,5,,,,,,,Usados,31 990        EUR,8090728977,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PxScF.html,,,,,,,,,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Style Plus Aut.,Diesel,Agosto,2020,38 000 km,1 950 cm3,150 cv,Sim,,,Carrinha,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,37 990        EUR,8090589722,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-style-plus-aut-ID8PxhYC.html,,,,,,,,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 220,,Diesel,Fevereiro,2018,103 000 km,1 950 cm3,163 cv,Sim,,Sim,Coupé,Cinzento,Metalizado,Automática,3,4,Classe 1,18 Meses,Importado,Sim,Sim,Usados,39 400        EUR,8089389970,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-ID8PsfRM.html,,,,,,,1,Sim,,,,Classe E,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,ML 250,BlueTEC 154g,Diesel,Abril,2015,104 320 km,2 143 cm3,204 cv,Sim,,,SUV / TT,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,39 990        EUR,8090012905,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-ml-250-bluetec-154g-ID8PuRW7.html,,,,,,,,,,,,Classe M,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Janeiro,2016,142 529 km,2 143 cm3,170 cv,,Sim,Sim,Coupé,Cinzento,Metalizado,Automática,3,5,Classe 1,18 Meses,,Sim,Sim,Usados,34 980        EUR,8087830329,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PlI8h.html,8,,,,,,1,Sim,,,,Classe C,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X2,16 d sDrive Auto Advantage,Diesel,Março,2019,60 637 km,1 496 cm3,116 cv,Sim,,,SUV / TT,Azul,,Automática,5,,,18 Meses,Nacional,,,Usados,34 990        EUR,8090589576,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-advantage-ID8PxhVg.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,Amarok,3.0 TDI CD Highline 4Motion Aut.,Diesel,Agosto,2019,121 000 km,2 967 cm3,204 cv,Sim,,,SUV / TT,Cinzento,,Automática,4,3,,18 Meses,Nacional,,,Usados,37 990        EUR,8090524575,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-amarok-3-0-tdi-cd-highline-4motion-aut-ID8Px11R.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,525,d Auto,Diesel,Novembro,2016,41 051 km,1 995 cm3,218 cv,Sim,,,Carrinha,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,37 490        EUR,8090589566,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-525-d-auto-ID8PxhV6.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Junho,2020,70 000 km,1 968 cm3,150 cv,Sim,,,Coupé,Preto,,Automática,4,5,,36 Meses,Nacional,,,Usados,31 490        EUR,8090086524,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8Pwb4v.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,Golf,1.4 TSI GTE+ DSG,Híbrido (Gasolina),Novembro,2020,40 950 km,1 395 cm3,245 cv,,Sim,Sim,Utilitário,Cinzento,,Automática,5,5,,24 Meses,Importado,Sim,Sim,Usados,31 450        EUR,8088796199,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-gte-dsg-ID8PpLoP.html,,,,,,,,Sim,01/11/2024,,,,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Land Rover,Range Rover Evoque,2.0 D150 AWD SE Auto,Diesel,Outubro,2019,57 000 km,1 999 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,5,5,Classe 1,18 Meses,Nacional,,Sim,Usados,44 990        EUR,8090492039,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-awd-se-auto-ID8PvSz5.html,,,,,,,,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,ID.4,Pro Performance,Eléctrico,Maio,2021,29 000 km,,204 cv,Sim,Sim,Sim,SUV / TT,Branco,,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,44 990        EUR,8089635010,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-id-4-pro-performance-ID8PthC2.html,,,,,,,,Sim,,,,,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Setembro,2020,24 738 km,1 461 cm3,116 cv,Sim,,,Carrinha,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,40 990        EUR,8089870176,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PugN2.html,,,,,,,,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Tesla,Model S,75,Eléctrico,Dezembro,2017,113 203 km,,320 cv,Sim,,,Citadino,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,39 990        EUR,8090589560,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-75-ID8PxhV0.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jeep,Renegade,1.3 TG 4Xe Limited,Híbrido (Gasolina),Junho,2022,6 241 km,1 332 cm3,190 cv,,,,Utilitário,Cinzento,,Automática,5,5,,36 Meses,Nacional,,,Usados,38 900        EUR,8090464294,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-3-tg-4xe-limited-ID8PvLlA.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,MINI,Cooper,Auto,Gasolina,Fevereiro,2022,15 521 km,1 499 cm3,136 cv,Sim,,,Cabrio,Azul,Metalizado,Automática,3,4,Classe 1,18 Meses,Nacional,,Sim,Usados,37 900        EUR,8090464274,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-auto-ID8PvLlg.html,7,Tracção dianteira,,,,,1,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jaguar,F-Pace,2.0 i4D Prestige AWD,Diesel,Junho,2016,96 820 km,1 999 cm3,180 cv,Sim,,,SUV / TT,Outra,,Manual,5,,,18 Meses,Nacional,,,Usados,32 490        EUR,8089870146,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-prestige-awd-ID8PugMy.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,MINI,Cabrio,One,Gasolina,Junho,2021,42 075 km,1 499 cm3,102 cv,Sim,,,Cabrio,Cinzento,,Manual,2,,,18 Meses,Nacional,,,Usados,30 900        EUR,8090524363,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-one-ID8Px0Yr.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X2,16 d sDrive Auto Advantage,Diesel,Junho,2019,59 614 km,1 496 cm3,116 cv,Sim,,,SUV / TT,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,33 900        EUR,8090524361,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-advantage-ID8Px0Yp.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,520,d Pack M Auto,Diesel,Fevereiro,2018,100 250 km,1 995 cm3,190 cv,Sim,,,Carrinha,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,37 490        EUR,8090524356,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8Px0Yk.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X1,18 d sDrive Auto Advantage,Diesel,Janeiro,2019,78 927 km,1 995 cm3,150 cv,Sim,,,SUV / TT,Azul,,Automática,5,,,18 Meses,Nacional,,,Usados,33 490        EUR,8090524354,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-18-d-sdrive-auto-advantage-ID8Px0Yi.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Fevereiro,2018,110 000 km,1 998 cm3,252 cv,,,,Sedan,Azul,Metalizado,Automática,4,5,Classe 1,,Nacional,Sim,Sim,Usados,34 900        EUR,8090249733,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8PwRvW.html,8,Tracção traseira,36 g/km,,,,,Sim,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,MINI,Countryman,One D Classic Auto,Diesel,Novembro,2021,61 257 km,1 496 cm3,116 cv,Sim,,,Citadino,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,34 990        EUR,8090524349,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-classic-auto-ID8Px0Yd.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,MINI,Electric,Cooper SE,Eléctrico,Junho,2021,18 421 km,,184 cv,Sim,,,Citadino,Cinzento,,Automática,3,,,18 Meses,Nacional,,,Usados,32 990        EUR,8090524348,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-ID8Px0Yc.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Janeiro,2019,151 537 km,1 950 cm3,306 cv,,,,Carrinha,Preto,,Automática,5,,,36 Meses,,,,Usados,37 500        EUR,8090675432,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PxEh2.html,,,,,,,,,,,,Classe E,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,320,d Line Sport Auto,Diesel,Agosto,2019,91 170 km,1 995 cm3,190 cv,Sim,,,Sedan,Cinzento,,Automática,4,,,18 Meses,Nacional,,,Usados,34 990        EUR,8090524345,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-line-sport-auto-ID8Px0Y9.html,,,,,,,,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X3,20 d xDrive,Diesel,Dezembro,2018,81 302 km,1 995 cm3,190 cv,Sim,,,SUV / TT,Outra,,Automática,5,,,18 Meses,Nacional,,,Usados,41 490        EUR,8090524338,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-ID8Px0Y2.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Fevereiro,2021,53 876 km,1 496 cm3,116 cv,Sim,,,SUV / TT,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,36 900        EUR,8090524336,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8Px0Y0.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Dezembro,2017,86 000 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Azul,,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,34 900        EUR,8089341145,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Ps3ah.html,,,109 g/km,"5,80 l/100km",,,,,,,,Classe E,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Citroën,e-C4,Feel Pack,Eléctrico,Agosto,2022,10 000 km,,136 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,5,Classe 1,36 Meses,Nacional,,Sim,Usados,34 900        EUR,8088320291,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-feel-pack-ID8PnLAT.html,8,Tracção dianteira,,,,,,,,,,,,,,,,,,Própria,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Setembro,2021,39 441 km,1 950 cm3,116 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,24 Meses,Nacional,,Sim,Usados,34 990        EUR,8090705276,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8PxM2o.html,8,Tracção dianteira,134 g/km,"5,50 l/100km","3,90 l/100km",,,Sim,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Fevereiro,2021,62 246 km,1 496 cm3,116 cv,Sim,,,SUV / TT,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,34 900        EUR,8090524333,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8Px0XX.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,Toyota,RAV4,2.5 HDF Exclusive,Híbrido (Gasolina),Junho,2019,41 150 km,2 487 cm3,218 cv,Sim,,,SUV / TT,Branco,Metalizado,Automática,5,5,Classe 2,,Nacional,Sim,Sim,Usados,41 000        EUR,8090659573,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/toyota-rav4-2-5-hdf-exclusive-ID8PxA9f.html,1,Tracção dianteira,129 g/km,"4,70 l/100km","4,70 l/100km",6 000 km,,Sim,15/06/2024,41 000 €,,,,,,15/06/2024,,,,,Sim,,,StandVirtual,Yes,2023-10-01
Profissional,MINI,Cabrio,One,Gasolina,Junho,2021,41 807 km,1 499 cm3,102 cv,Sim,,,Cabrio,Cinzento,,Manual,2,,,18 Meses,Nacional,,,Usados,30 900        EUR,8090524326,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-one-ID8Px0XQ.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,116,d Pack M Auto,Diesel,Maio,2021,85 168 km,1 496 cm3,116 cv,Sim,,,Citadino,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,32 900        EUR,8090524324,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8Px0XO.html,,,,,,,,,,,,Série 1,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,418 Gran Coupé,d Advantage Auto,Diesel,Fevereiro,2020,72 722 km,1 995 cm3,150 cv,Sim,,,Citadino,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,36 990        EUR,8090524323,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-advantage-auto-ID8Px0XN.html,,,,,,,,,,,,Série 4,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,320 Gran Turismo,,Diesel,Abril,2019,90 500 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Prateado,,Automática,5,5,Classe 1,18 Meses,Importado,,Sim,Usados,33 850        EUR,8088210172,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-gran-turismo-ID8PniVM.html,,,,,,,,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,Porsche,Cayenne,,Diesel,Outubro,2015,195 000 km,2 967 cm3,262 cv,,,,SUV / TT,Cinzento,Metalizado,Automática,5,,,,,Sim,Sim,Usados,44 900        EUR,8089710959,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-ID8PtBn1.html,,,,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Março,2019,100 281 km,1 998 cm3,252 cv,Sim,,,Sedan,Preto,,Automática,4,,,18 Meses,Nacional,,,Usados,38 990        EUR,8090524289,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8Px0Xf.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Março,2021,30 000 km,1 461 cm3,116 cv,,,Sim,Sedan,Branco,,Automática,4,,,36 Meses,,,,Usados,38 500        EUR,8090705860,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PxMbO.html,,,,"4,70 l/100km",,,,,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,520,d Line Luxury Auto,Diesel,Outubro,2019,62 524 km,1 995 cm3,190 cv,Sim,,,Carrinha,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,44 990        EUR,8090524267,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8Px0VT.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Fevereiro,2020,34 000 km,,204 cv,Sim,,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,31 480        EUR,8089945007,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ev-64kwh-ID8PuAfZ.html,6,Tracção dianteira,,,,500 km,1,Sim,01/02/2024,,,,,500 km,"12,50 kWh/100km",,,Sim,64 kWh,Própria,,,,StandVirtual,Yes,2023-10-01
Profissional,Ford,Ranger,2.0 TDCi CD Wildtrak Aut.4WD,Diesel,Janeiro,2021,59 000 km,1 995 cm3,213 cv,Sim,Sim,,Carrinha,Outra,,Automática,4,5,,18 Meses,Importado,,,Usados,41 750        EUR,8090729120,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-ranger-2-0-tdci-cd-wildtrak-aut-4wd-ID8PxSeY.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Fevereiro,2020,59 801 km,1 496 cm3,116 cv,Sim,,,SUV / TT,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,35 990        EUR,8090524232,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8Px0Vk.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Ford,Ranger,2.0 TDCi CD Wildtrak Aut.4WD,Diesel,Fevereiro,2020,26 000 km,1 995 cm3,213 cv,Sim,Sim,,Carrinha,Laranja,,Automática,4,5,,18 Meses,Nacional,,,Usados,42 500        EUR,8090713232,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-ranger-2-0-tdci-cd-wildtrak-aut-4wd-ID8PxO6I.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,MINI,John Cooper Works,GP2,Gasolina,Março,2013,124 000 km,1 598 cm3,218 cv,,,,Citadino,Cinzento,,Manual,3,2,,,,,,Usados,32 990        EUR,8090644066,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-gp2-ID8Pxv78.html,6,Tracção dianteira,165 g/km,"9,50 l/100km","5,70 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X1,18 d sDrive Auto xLine,Diesel,Fevereiro,2018,57 050 km,1 995 cm3,150 cv,Sim,,,SUV / TT,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,33 490        EUR,8090524193,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-18-d-sdrive-auto-xline-ID8Px0WH.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,520,d Line Luxury Auto,Diesel,Abril,2019,44 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,5,5,Classe 1,18 000 Meses,Nacional,Sim,Sim,Usados,38 980        EUR,8090229262,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PwMcK.html,8,Tracção traseira,135 g/km,,,1 000 km,1,Sim,,,,Série 5,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,520,d Line Luxury Auto,Diesel,Março,2018,93 815 km,1 995 cm3,190 cv,Sim,,,Carrinha,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,34 900        EUR,8090524160,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8Px0Wa.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,116,d Pack M Auto,Diesel,Abril,2021,58 000 km,1 496 cm3,116 cv,Sim,Sim,Sim,Utilitário,Preto,,Automática,5,5,,36 Meses,Nacional,,Sim,Usados,30 590        EUR,8088002211,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PmqQz.html,,,,,,,,Sim,,,,Série 1,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,C 200,d Avantgarde Aut.,Diesel,Maio,2020,80 643 km,1 598 cm3,160 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,,Sim,Usados,34 900        EUR,8090239814,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PwOVV.html,,,,,,,1,Sim,,,,Classe C,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,225xe Active Tourer,Pack M,Híbrido (Gasolina),Junho,2021,26 000 km,1 499 cm3,224 cv,Sim,Sim,Sim,Citadino,Cinzento,Metalizado,Automática,5,5,Classe 1,36 Meses,Nacional,,Sim,Usados,40 490        EUR,8085780114,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-pack-m-ID8Pd6Mi.html,8,Integral,36 g/km,,,,,Sim,,,,Série 2,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,520,d Auto,Diesel,Novembro,2017,92 883 km,1 995 cm3,190 cv,Sim,,,Carrinha,Azul,,Automática,5,,,18 Meses,Nacional,,,Usados,33 900        EUR,8090524149,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8Px0UZ.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
